,Name,Date,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1925,Wes Craven's New Nightmare,1994,"54,771","Fantasy, Horror, Mystery",112 ,Film,R,-,None,Severe,Mild,Mild,Severe
634,Raya and the Last Dragon,2021,"118,087","Animation, Action, Adventure",107 ,Film,PG,-,None,Mild,None,None,Mild
316,Die Another Day,2002,"212,253","Action, Adventure, Thriller",133 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
5801,Flight of the Conchords,2006,"57,597","Comedy, Music, Musical",28 ,Series,TV-MA,22,Mild,Mild,Moderate,Mild,None
427,Stargate SG-1,2021,"87,771","Action, Adventure, Drama",44 ,Series,TV-14,213,Mild,Mild,Mild,Mild,Mild
5285,Magic Mike XXL,2015,"54,253","Comedy, Drama, Music",115 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
105,Modern Family,2020,"388,093","Comedy, Drama, Romance",22 ,Series,TV-PG,250,Mild,None,Mild,Mild,None
3041,North by Northwest,1959,"313,003","Adventure, Mystery, Thriller",136 ,Film,Approved,-,Mild,Mild,None,Mild,Mild
4238,Dragon Ball: Doragon bôru,1983,"52,390","Animation, Action, Adventure",24 ,Series,TV-14,153,Moderate,Moderate,Mild,Mild,Mild
2169,Operation Mincemeat,2022,No Votes,"Drama, War",128 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
1709,The Witches,1990,"47,061","Adventure, Comedy, Family",91 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
89,Vikings,2021,"472,761","Action, Adventure, Drama",44 ,Series,TV-MA,93,Severe,Severe,Mild,Mild,Severe
2241,Run Hide Fight,2020,"19,392","Crime, Drama, Thriller",109 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3174,Runaways,1989,"24,021","Action, Drama, Sci-Fi",60 ,Series,TV-14,33,Mild,Mild,Moderate,Mild,Mild
4606,Stealth,2005,"53,043","Action, Adventure, Sci-Fi",121 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1949,The Equalizer 2,2018,"145,993","Action, Crime, Thriller",121 ,Film,R,-,None,Severe,Severe,Moderate,Severe
4044,From Hell,2001,"150,921","Horror, Mystery, Thriller",122 ,Film,R,-,Severe,Severe,Moderate,Moderate,Severe
2848,Mr. Mayor,2001,"3,180",Comedy,22 ,Series,TV-PG,10,None,None,Mild,Mild,No Rate
1,The Guilty,2021,"64,375","Crime, Drama, Thriller",90 ,Film,R,-,None,None,Severe,None,Moderate
4337,The Bourne Supremacy,2004,"447,254","Action, Mystery, Thriller",108 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
935,American Gods,2003,"81,447","Drama, Fantasy, Mystery",60 ,Series,TV-MA,26,Severe,Severe,Severe,Moderate,Moderate
5283,12 Strong,2018,"74,061","Action, Drama, History",130 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
2720,The Sum of All Fears,2002,"111,088","Action, Drama, Thriller",124 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
591,Eyes Wide Shut,1999,"319,208","Drama, Mystery, Thriller",159 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5219,The Last Detective,2010,"1,345","Comedy, Crime, Drama",90 ,Series,None,17,No Rate,No Rate,No Rate,No Rate,No Rate
2936,Big Night,1996,"19,084","Drama, Romance",109 ,Film,R,-,None,None,Moderate,Mild,None
2448,"I, Tonya",2017,"199,050","Biography, Comedy, Drama",119 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
1576,Sound of Metal,2019,"106,794","Drama, Music",120 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
5154,Red Riding Hood,2011,"110,201","Fantasy, Horror, Mystery",100 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
213,The Addams Family,1991,"143,815","Comedy, Fantasy",99 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
778,Mumbai Diaries 26/11,1999,"26,527","Drama, Thriller",None,Series,TV-MA,8,Mild,Severe,Severe,Mild,Severe
3496,Ladies in Black,2018,"6,556","Comedy, Drama, Romance",109 ,Film,PG,-,Mild,None,None,Mild,None
4840,Red Dawn,2012,"75,376","Action, Drama",93 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2043,Fried Green Tomatoes,1991,"70,910",Drama,130 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
5838,Artemis Fowl,2020,"25,963","Adventure, Family, Fantasy",95 ,Film,PG,-,None,Mild,None,None,Mild
1567,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"52,432","Comedy, Crime",89 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
165,Westworld,2021,"453,101","Drama, Mystery, Sci-Fi",62 ,Series,TV-MA,35,Severe,Severe,Severe,Moderate,Moderate
3566,The Inbetweeners,2012,"83,570",Comedy,25 ,Series,TV-14,18,Moderate,Mild,Severe,Moderate,None
4724,Against All Odds,1984,"11,828","Action, Adventure, Crime",128 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
5873,Waves,2019,"21,368","Drama, Romance, Sport",135 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
2013,Fantastic Four,2005,"319,379","Action, Adventure, Fantasy",106 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
273,I Know What You Did Last Summer,2021,"1,135","Horror, Mystery, Thriller",45 ,Series,TV-14,8,Moderate,Moderate,Severe,Severe,Severe
3860,Night at the Museum: Secret of the Tomb,2014,"113,956","Adventure, Comedy, Family",98 ,Film,PG,-,None,Mild,Mild,Mild,Mild
4167,Observe and Report,2009,"62,197","Comedy, Crime, Drama",86 ,Film,R,-,Severe,Moderate,Severe,Severe,Mild
4927,Snabba Cash,1957,"7,269","Action, Crime, Drama",52 ,Series,TV-MA,7,Moderate,Severe,Moderate,Severe,Moderate
3788,A Call to Spy,2019,"5,173","Biography, Crime, Drama",123 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
394,Perry Mason,1998,"6,949","Crime, Drama, Mystery",60 ,Series,TV-PG,271,None,None,None,Mild,None
583,Dawn of the Dead,2004,"246,628","Action, Horror",101 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
6158,My Struggle,2021,74,Biography,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5983,The Time Traveler's Wife,1996,No Votes,"Animation, Drama, Fantasy",None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
5907,The Bradshaw Bunch,1997,179,"Documentary, Reality-TV",30 ,Series,TV-14,11,No Rate,No Rate,No Rate,No Rate,No Rate
520,Thor: Ragnarok,2017,"650,481","Action, Adventure, Comedy",130 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
1763,Madam Secretary,1998,"21,294","Drama, Thriller",45 ,Series,TV-PG,120,None,Mild,Mild,Mild,Mild
1875,Back to the Future Part II,1989,"502,846","Adventure, Comedy, Sci-Fi",108 ,Film,PG,-,Mild,Mild,Moderate,Mild,Moderate
3965,Maze Runner: The Scorch Trials,2015,"234,897","Action, Adventure, Sci-Fi",131 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
3344,Tully,2018,"55,982","Comedy, Drama, Mystery",95 ,Film,R,-,Moderate,None,Moderate,Mild,None
2253,Ted,2012,"587,518",Comedy,106 ,Film,R,-,Moderate,Mild,Severe,Severe,None
3224,Freddy's Dead: The Final Nightmare,1991,"44,085","Fantasy, Horror",89 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
526,Godzilla vs. Kong,2021,"176,046","Action, Sci-Fi, Thriller",113 ,Film,E,-,None,Moderate,Mild,Mild,Moderate
2946,Carrie,2013,"136,798","Drama, Horror",100 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
4473,The Perfection,2018,"39,662","Drama, Horror, Music",90 ,Film,TV-MA,-,Moderate,Severe,Severe,Moderate,Severe
3899,The Little Vampire,2000,"10,173","Adventure, Comedy, Family",95 ,Film,PG,-,No Rate,Mild,None,Mild,Mild
692,Another Life,2019,"28,031","Adventure, Drama, Mystery",43 ,Series,TV-MA,20,Mild,Moderate,Severe,Mild,Mild
5839,The Movies That Made Us,2020,"4,772",Documentary,45 ,Series,TV-MA,16,None,Mild,Moderate,Mild,No Rate
4444,High Noon,1952,"101,009","Drama, Thriller, Western",85 ,Film,PG,-,None,Mild,None,Mild,Mild
3633,Sex and the City 2,2010,"76,717","Comedy, Drama, Romance",146 ,Film,R,-,Moderate,None,Moderate,Mild,None
1050,Extraction,2020,"180,684","Action, Thriller",116 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
590,Poirot,2017,"41,061","Crime, Drama, Mystery",100 ,Series,TV-14,70,Mild,Moderate,Mild,Mild,Moderate
519,Se7en,1995,"1,522,727","Crime, Drama, Mystery",127 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
3380,This Means War,2012,"181,477","Action, Comedy, Romance",103 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
3676,Nightbreed,1990,"21,635","Action, Fantasy, Horror",102 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
5086,Spider-Man 4: Fan Film,2021,No Votes,"Action, Adventure, Drama",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1607,Equinox,1989,"5,815","Drama, Fantasy, Mystery",43 ,Series,TV-MA,6,Moderate,Mild,Mild,Mild,Moderate
3610,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"88,362","Action, Adventure, Comedy",112 ,Film,PG-13,-,None,Moderate,Mild,Mild,Mild
5894,Rogue,2020,"7,377","Action, Horror, Thriller",105 ,Film,R,-,None,Severe,Moderate,None,Moderate
1809,Fast & Furious 7,2015,"375,645","Action, Adventure, Thriller",137 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
791,Good Will Hunting,1997,"903,784","Drama, Romance",126 ,Film,R,-,Mild,Mild,Severe,Mild,Mild
792,Halloween: Resurrection,2002,"40,340","Horror, Thriller",94 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
5076,Heavy Metal 2000,2000,"8,161","Animation, Action, Adventure",88 ,Film,R,-,Moderate,Moderate,Mild,Mild,Severe
1855,2 Broke Girls,2004,"93,543",Comedy,22 ,Series,TV-14,138,Moderate,None,Moderate,Moderate,None
1980,Mushoku-tensei ~Isekai ittara honki dasu~,2019,"4,542","Animation, Adventure, Fantasy",24 ,Series,TV-14,14,Moderate,Moderate,Mild,Mild,Mild
3233,The Good Son,1993,"39,550","Drama, Thriller",87 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
3598,This Is Spinal Tap,1984,"134,997","Comedy, Music",82 ,Film,R,-,Mild,None,Moderate,Mild,None
933,The Dreamers,2003,"116,531","Drama, Romance",115 ,Film,NC-17,-,Severe,Mild,Moderate,Moderate,None
3963,The Crying Game,1992,"53,664","Crime, Drama, Romance",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Severe
5735,Saw V,2008,"120,431","Crime, Horror, Mystery",92 ,Film,R,-,None,Severe,Severe,Mild,Severe
4179,The Rocketeer,1991,"55,673","Action, Adventure, Family",108 ,Film,PG,-,None,Mild,Mild,Mild,Mild
4026,Only the Brave,2017,"63,918","Action, Biography, Drama",134 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Moderate
4116,22 Jump Street,2014,"358,915","Action, Comedy, Crime",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
988,Srpski film,2010,"61,013","Horror, Mystery, Thriller",104 ,Film,NC-17,-,Severe,Severe,Severe,Severe,Severe
4760,All-Star Weekend,2015,No Votes,Comedy,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3453,Dynasty,2015,"6,956","Drama, Romance",60 ,Series,TV-PG,220,No Rate,No Rate,No Rate,No Rate,No Rate
5639,Hot Shots!,1991,"103,840","Action, Comedy",84 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
3778,Bill & Ted's Excellent Adventure,1989,"125,109","Adventure, Comedy, Music",90 ,Film,PG,-,Mild,Mild,Mild,Mild,None
5179,Star Trek II: The Wrath of Khan,1982,"116,792","Action, Adventure, Sci-Fi",113 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
3093,Who's the Boss?,2008,"12,646","Comedy, Family, Romance",30 ,Series,TV-G,196,None,None,Mild,Mild,No Rate
3155,Lady Macbeth,2016,"21,774","Drama, Romance",89 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
3201,Crawlspace,2016,"6,681","Horror, Thriller",88 ,Film,R,-,Mild,Moderate,Mild,Moderate,Severe
5585,Nurse 3-D,2013,"10,200","Horror, Thriller",84 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1098,Departure,2013,"13,675","Drama, Mystery, Thriller",45 ,Series,TV-14,13,Moderate,Mild,Mild,Mild,Moderate
5128,The Good Shepherd,2006,"100,949","Drama, History, Thriller",167 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
2844,Quantico,2013,"58,898","Crime, Drama, Mystery",42 ,Series,TV-14,57,Mild,Moderate,Mild,Mild,Moderate
886,Silicon Valley,2015,"135,665",Comedy,28 ,Series,TV-MA,53,Moderate,Mild,Severe,Moderate,None
6096,Trainwreck,2015,"133,788","Comedy, Drama, Romance",125 ,Film,R,-,Moderate,Mild,Severe,Severe,None
5206,Qismat 2,2021,714,"Drama, Romance",155 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
515,Guardians of the Galaxy,2014,"1,097,476","Action, Adventure, Comedy",121 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
5698,Trying,2008,"5,342",Comedy,30 ,Series,TV-14,17,Mild,None,No Rate,No Rate,No Rate
1453,Under the Skin,2013,"136,184","Drama, Horror, Sci-Fi",108 ,Film,R,-,Severe,Moderate,Mild,Mild,Severe
3553,Annie,2014,"36,356","Comedy, Drama, Family",118 ,Film,PG,-,None,Mild,Mild,Mild,Mild
3609,Monster,1994,"24,327","Animation, Crime, Drama",24 ,Series,TV-14,75,Moderate,Moderate,Mild,Moderate,Severe
2506,Boyz n the Hood,1991,"133,409","Crime, Drama",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Severe
2994,American Housewife,2019,"8,629",Comedy,30 ,Series,TV-PG,103,None,None,Mild,None,None
3999,The Imaginarium of Doctor Parnassus,2009,"146,954","Adventure, Comedy, Fantasy",123 ,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
5853,Eragon,2006,"124,300","Action, Adventure, Family",104 ,Film,PG,-,None,Mild,None,None,Mild
906,The Lobster,2015,"235,976","Comedy, Drama, Romance",119 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
28,The Morning Show,2006,"73,736",Drama,60 ,Series,TV-MA,20,Mild,None,Severe,Mild,Mild
2507,Vis a vis,1991,"19,515","Action, Adventure, Drama",53 ,Series,TV-MA,51,Severe,Moderate,Moderate,Severe,Moderate
2428,Edge of the World,2021,"1,345","Adventure, Drama",104 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
762,Malcolm in the Middle,2014,"123,418","Comedy, Family",22 ,Series,TV-PG,151,Mild,Mild,Mild,Mild,None
3747,The Bourne Legacy,2012,"292,719","Action, Adventure, Thriller",135 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
284,Zack Snyder's Justice League,2021,"340,603","Action, Adventure, Fantasy",242 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
686,Sabrina the Teenage Witch,2014,"36,488","Comedy, Family, Fantasy",22 ,Series,TV-G,163,None,None,None,None,None
2353,RED 2,2013,"165,555","Action, Adventure, Comedy",116 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild
4966,Ansatsu kyôshitsu,2004,"11,713","Animation, Action, Comedy",23 ,Series,TV-14,49,Moderate,Moderate,Mild,Mild,Moderate
5953,The White Tiger,2021,"54,606","Crime, Drama",125 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
21,Alice in Borderland,2021,"33,151","Action, Fantasy, Mystery",50 ,Series,TV-MA,9,Moderate,Severe,Mild,Mild,Severe
2752,Recovery,2021,174,Comedy,80 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
885,Avengers: Age of Ultron,2015,"794,220","Action, Adventure, Sci-Fi",141 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
917,Raiders of the Lost Ark,1981,"919,273","Action, Adventure",115 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
1040,Belfast,2021,319,Drama,98 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
1265,Doc Martin,2002,"14,098","Comedy, Drama, Romance",46 ,Series,TV-14,71,Mild,Mild,Mild,Mild,Mild
4579,Triple 9,2016,"70,090","Action, Crime, Thriller",115 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
5340,Neighbors,2014,"298,106",Comedy,97 ,Film,R,-,Severe,Mild,Severe,Severe,None
277,Ghostbusters: Afterlife,2021,No Votes,"Comedy, Fantasy",None,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
2084,King Kong,2005,"407,876","Action, Adventure, Drama",187 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1245,Sa-rang-eui bul-sa-chak,2017,"19,138","Adventure, Comedy, Romance",70 ,Series,TV-14,19,None,Mild,Mild,Mild,Mild
2382,Panic Room,2002,"269,667","Crime, Drama, Thriller",112 ,Film,R,-,None,Severe,Severe,Mild,Severe
571,The Dark Knight Rises,2012,"1,583,199",Action,164 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1435,The Help,2011,"440,341",Drama,146 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
3902,Sudden Impact,1983,"43,170","Action, Crime, Thriller",117 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
1247,The Strangers,2008,"124,628","Horror, Mystery, Thriller",86 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
3526,Creature from the Black Lagoon,1954,"28,594","Horror, Sci-Fi",79 ,Film,G,-,None,Mild,None,Mild,Mild
2514,The Young and the Restless,2021,"5,978","Drama, Romance",60 ,Series,TV-14,12277,Moderate,Severe,Severe,Mild,Mild
1007,Hotel Transylvania,2012,"237,433","Animation, Adventure, Comedy",91 ,Film,PG,-,None,Mild,None,None,Mild
4543,Entrapment,1999,"111,773","Action, Crime, Romance",113 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
5345,Speed Racer,2008,"71,302","Action, Adventure, Comedy",135 ,Film,PG,-,None,Mild,Mild,None,Mild
2064,Dredd,2012,"263,913","Action, Crime, Sci-Fi",95 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
4872,Dinosaur,2000,"56,995","Animation, Adventure, Drama",82 ,Film,PG,-,None,Moderate,None,None,Moderate
1690,Anchorman: The Legend of Ron Burgundy,2004,"340,907",Comedy,94 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
5326,Do lok tin si,1995,"33,181","Comedy, Crime, Drama",99 ,Film,Not Rated,-,Moderate,Moderate,Mild,Moderate,Mild
1985,Double Jeopardy,1999,"82,174","Crime, Drama, Mystery",105 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Mild
294,Sweet Home,2019,"14,574","Drama, Fantasy, Horror",52 ,Series,TV-MA,10,None,Severe,Moderate,Moderate,Severe
1547,Napoleon Dynamite,2004,"207,155",Comedy,96 ,Film,PG,-,Mild,Mild,None,None,None
2012,Black-ish,1964,"21,354",Comedy,22 ,Series,TV-PG,164,Mild,Mild,Mild,Mild,None
588,Arrival,2016,"637,442","Drama, Sci-Fi",116 ,Film,PG-13,-,None,Mild,Mild,None,Mild
3329,Love,2007,"39,782","Comedy, Drama, Romance",50 ,Series,TV-MA,34,Moderate,None,Severe,Moderate,None
2403,The Place Beyond the Pines,2012,"256,757","Crime, Drama, Thriller",140 ,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
2129,The Passion of the Christ,2004,"223,084",Drama,127 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
3998,The Judge,2014,"185,410","Crime, Drama",141 ,Film,R,-,Mild,None,Moderate,Mild,None
5403,Remember Me,2010,"142,430","Drama, Romance",113 ,Film,PG-13,-,Moderate,Moderate,Moderate,Moderate,Moderate
3741,Lilo & Stitch,2002,"177,872","Animation, Adventure, Comedy",85 ,Film,PG,-,None,Mild,None,None,Mild
3508,Dogville,2003,"143,826","Crime, Drama",178 ,Film,R,-,Moderate,Moderate,Mild,Mild,Severe
2719,Charlie's Angels,2019,"11,830","Action, Adventure, Crime",60 ,Series,TV-PG,110,Mild,Mild,Mild,Mild,Mild
4521,Failure to Launch,2006,"77,577","Comedy, Romance",97 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
5623,The Perfection,2018,"39,662","Drama, Horror, Music",90 ,Film,TV-MA,-,Moderate,Severe,Severe,Moderate,Severe
5629,Between Two Ferns: The Movie,2019,"29,180",Comedy,82 ,Film,TV-MA,-,Mild,Mild,Moderate,Mild,None
556,The Matrix Reloaded,2003,"544,760","Action, Sci-Fi",138 ,Film,(Banned),-,Moderate,Moderate,Moderate,Mild,Moderate
2469,Beverly Hills Cop,1984,"174,607","Action, Comedy, Crime",105 ,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
3738,Relic,2020,"23,329","Drama, Horror, Mystery",89 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
4286,The Bad and the Beautiful,1952,"14,298","Drama, Romance",118 ,Film,Passed,-,None,None,None,Mild,Mild
5081,Motherland,2021,"4,103",Comedy,30 ,Series,TV-MA,19,Mild,None,Moderate,Mild,None
1716,The Predator,2018,"122,994","Action, Adventure, Sci-Fi",107 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
2604,Sex and the City,2008,"118,801","Comedy, Drama, Romance",145 ,Film,R,-,Severe,None,Moderate,Mild,None
5700,Staged,2019,"5,487","Comedy, Drama",22 ,Series,Not Rated,14,None,None,Severe,Mild,None
1704,Ugly Betty,1987,"41,981","Comedy, Drama, Romance",60 ,Series,TV-PG,85,Mild,Mild,Moderate,Mild,Mild
2139,The Grand Tour,2020,"68,416","Comedy, Talk-Show",60 ,Series,TV-14,41,Mild,Mild,Moderate,Mild,None
3239,The Disaster Artist,2017,"145,779","Biography, Comedy, Drama",104 ,Film,R,-,Moderate,None,Severe,Mild,None
2383,Vice,2018,"133,704","Biography, Comedy, Drama",132 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
4311,Romaenseuneun Byulchaekboorok,2019,"4,036",Romance,62 ,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
1285,Body of Lies,2008,"220,568","Action, Drama, Thriller",128 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
5255,Alone in the Dark,1982,"5,378","Horror, Thriller",92 ,Film,R,-,Moderate,Moderate,Mild,None,Moderate
5516,The Human Centipede III (Final Sequence),2015,"15,932","Comedy, Horror",102 ,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
3930,Great White,2021,"5,315","Horror, Thriller",91 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4668,Killing Me Softly,2002,"17,793","Drama, Mystery, Romance",100 ,Film,Unrated,-,Severe,Mild,None,Mild,Mild
1591,The Time Tunnel,1994,"3,447","Action, Adventure, Sci-Fi",60 ,Series,TV-PG,30,No Rate,No Rate,No Rate,No Rate,No Rate
5470,The Spirit,2008,"60,537","Action, Crime, Fantasy",103 ,Film,PG-13,-,Mild,Severe,Moderate,Moderate,Severe
2162,King Arthur,2004,"163,364","Action, Adventure, Drama",126 ,Film,PG-13,-,Mild,Severe,Mild,Mild,Moderate
2396,Shrek 2,2004,"437,621","Animation, Adventure, Comedy",93 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
317,Call the Midwife,2002,"22,472","Drama, History",60 ,Series,TV-PG,89,None,Mild,None,Mild,Mild
5542,Leave No Trace,2018,"55,534","Adventure, Drama",109 ,Film,PG,-,None,Mild,None,Mild,Mild
3111,The Emperor's New Groove,2000,"190,513","Animation, Adventure, Comedy",78 ,Film,G,-,None,Mild,None,None,None
4036,Rudy,1993,"60,323","Biography, Drama, Sport",114 ,Film,PG,-,None,Mild,Moderate,Mild,Mild
795,Hacksaw Ridge,2016,"470,213","Biography, Drama, History",139 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
3020,2 Fast 2 Furious,2003,"263,585","Action, Crime, Thriller",107 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
1711,Friday the 13th: The Final Chapter,1984,"48,870","Horror, Thriller",91 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
3387,Hellboy,2004,"316,028","Action, Fantasy",122 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
36,Succession,2020,"66,106",Drama,60 ,Series,TV-MA,29,Moderate,Mild,Severe,Moderate,None
